Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Library,Experiment
GO_Biological_Process_2023,Cell-Cell Adhesion Mediated By Cadherin (GO:0044331),1/26,0.0256932740553108,0.0880912253324942,0,0,42.01052631578948,153.82263569148483,CDHR2,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,Positive Regulation Of Notch Signaling Pathway (GO:0045747),1/33,0.0325028162269628,0.0897534451842308,0,0,32.80921052631579,112.41841533087528,GATA5,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,Regulatory ncRNA Processing (GO:0070918),1/35,0.0344400804224879,0.0897534451842308,0,0,30.876160990712076,104.00740624656504,PNLDC1,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,One-Carbon Compound Transport (GO:0019755),1/35,0.0344400804224879,0.0897534451842308,0,0,30.876160990712076,104.00740624656504,SLC4A9,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,Aortic Valve Morphogenesis (GO:0003180),1/37,0.0363736593292806,0.0897534451842308,0,0,29.157894736842103,96.62665093408292,GATA5,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,Digestive Tract Development (GO:0048565),1/39,0.0383035595748703,0.0897534451842308,0,0,27.62049861495845,90.10393439678076,GATA5,GO_Biological_Process_2023,RR1_all_noninv
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:0000288)",1/39,0.0383035595748703,0.0897534451842308,0,0,27.62049861495845,90.10393439678076,PNLDC1,GO_Biological_Process_2023,RR1_all_noninv
GO_Cellular_Component_2023,Microvillus Membrane (GO:0031528),1/13,0.0129260209528938,0.1680382723876203,0,0,87.57894736842105,380.8381798737429,CDHR2,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Brush Border Membrane (GO:0031526),1/40,0.039267132268101,0.1834440407466216,0,0,26.910931174089068,87.12057233834933,CDHR2,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Microvillus (GO:0005902),1/58,0.0564553994621354,0.1834440407466216,0,0,18.39612188365651,52.87605301742885,CDHR2,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,9+2 Motile Cilium (GO:0097729),1/70,0.0677515123929905,0.1834440407466216,0,0,15.187643020594964,40.88374528633187,CFAP45,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Motile Cilium (GO:0031514),1/73,0.0705554002871621,0.1834440407466216,0,0,14.552631578947368,38.5842224505161,CFAP45,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Cell Projection Membrane (GO:0031253),1/105,0.0999693020078418,0.216600154350324,0,0,10.058704453441296,23.16411122367751,CDHR2,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Basolateral Plasma Membrane (GO:0016323),1/171,0.1578665109620534,0.2931806632152421,0,0,6.13312693498452,11.321785872550064,SLC4A9,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Vesicle (GO:0031982),1/235,0.2106172849722148,0.3422530880798491,0,0,4.441295546558704,6.918262067655786,PACRG,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Microtubule Cytoskeleton (GO:0015630),1/342,0.291866431087855,0.4215848449046795,0,0,3.0311776508720483,3.7327710264919576,ADCY10,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Neuron Projection (GO:0043005),1/557,0.431739060722593,0.5386773173801556,0,0,1.8386974630821655,1.544384329873897,PACRG,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Cytoskeleton (GO:0005856),1/599,0.4558038839370547,0.5386773173801556,0,0,1.7058616440767471,1.3402829404239125,ADCY10,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Nucleus (GO:0005634),4/4487,0.6878032727288479,0.7451202121229185,0,0,0.8642092348873522,0.3234323999097949,ADCY10;PACRG;GATA5;CFAP45,GO_Cellular_Component_2023,RR1_all_noninv
GO_Cellular_Component_2023,Intracellular Membrane-Bounded Organelle (GO:0043231),4/5175,0.8004523672237028,0.8004523672237028,0,0,0.715964030168246,0.1593580223986682,ADCY10;PACRG;GATA5;CFAP45,GO_Cellular_Component_2023,RR1_all_noninv
GO_Molecular_Function_2023,AMP Binding (GO:0016208),1/10,0.0099572476243861,0.0954989643226747,0,0,116.78947368421052,538.3357753631753,CFAP45,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Monoatomic Cation:Bicarbonate Symporter Activity (GO:0140410),1/11,0.0109477797028559,0.0954989643226747,0,0,105.10526315789474,474.5101770765117,SLC4A9,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,poly(A)-specific Ribonuclease Activity (GO:0004535),1/12,0.0119373705403343,0.0954989643226747,0,0,95.54545454545456,423.0830518492731,PNLDC1,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Beta-Tubulin Binding (GO:0048487),1/32,0.0315328000758389,0.0995708503302034,0,0,33.869269949066215,117.07681999296598,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,3'-5'-RNA Exonuclease Activity (GO:0000175),1/34,0.0334719094011011,0.0995708503302034,0,0,31.8133971291866,108.07165990908112,PNLDC1,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Hsp70 Protein Binding (GO:0030544),1/34,0.0334719094011011,0.0995708503302034,0,0,31.8133971291866,108.07165990908112,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Solute:Sodium Symporter Activity (GO:0015370),1/34,0.0334719094011011,0.0995708503302034,0,0,31.8133971291866,108.07165990908112,SLC4A9,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Hsp90 Protein Binding (GO:0051879),1/35,0.0344400804224879,0.0995708503302034,0,0,30.876160990712076,104.00740624656504,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Alpha-Tubulin Binding (GO:0043014),1/38,0.0373390688738262,0.0995708503302034,0,0,28.36842105263158,93.26728562261796,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,G Protein-Coupled Receptor Binding (GO:0001664),1/140,0.1311275119680028,0.3147060287232067,0,0,7.512684589170768,15.262657737297207,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Actin Binding (GO:0003779),1/183,0.1680056895810476,0.3665578681768312,0,0,5.725274725274725,10.212501350602295,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Transcription Regulatory Region Nucleic Acid Binding (GO:0001067),1/224,0.2017799653603342,0.4035599307206684,0,0,4.662969081897569,7.463443188982587,GATA5,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Ubiquitin Protein Ligase Binding (GO:0031625),1/271,0.2388940895616739,0.4159652416310429,0,0,3.842105263157895,5.500876445147768,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Ubiquitin-Like Protein Ligase Binding (GO:0044389),1/289,0.2526690190113976,0.4159652416310429,0,0,3.598684210526316,4.950619440611226,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Adenyl Ribonucleotide Binding (GO:0032559),1/309,0.2676966358049682,0.4159652416310429,0,0,3.3615857826384143,4.430236913470875,CFAP45,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Tubulin Binding (GO:0015631),1/322,0.2773101610873619,0.4159652416310429,0,0,3.2233152975897688,4.134284425406205,PACRG,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Transcription Cis-Regulatory Region Binding (GO:0000976),1/474,0.3811776854229255,0.5381332029500127,0,0,2.170579726271281,2.093501673175354,GATA5,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Double-Stranded DNA Binding (GO:0003690),1/650,0.4837247069501915,0.6220098106965732,0,0,1.56767496553402,1.1385072031128292,GATA5,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Sequence-Specific Double-Stranded DNA Binding (GO:1990837),1/715,0.5173408966214283,0.6220098106965732,0,0,1.4201680672268908,0.935966376355209,GATA5,GO_Molecular_Function_2023,RR1_all_noninv
GO_Molecular_Function_2023,Sequence-Specific DNA Binding (GO:0043565),1/717,0.518341508913811,0.6220098106965732,0,0,1.416054101734784,0.9305188453819746,GATA5,GO_Molecular_Function_2023,RR1_all_noninv
Reactome_2022,Bicarbonate Transporters R-HSA-425381,1/10,0.0099572476243861,0.0896152286194757,0,0,116.78947368421052,538.3357753631753,SLC4A9,Reactome_2022,RR1_all_noninv
Reactome_2022,Hedgehog Off State R-HSA-5610787,1/98,0.0936115860195749,0.2297144532862118,0,0,10.788388497015736,25.553389086720664,ADCY10,Reactome_2022,RR1_all_noninv
Reactome_2022,Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,1/104,0.0990636578243202,0.2297144532862118,0,0,10.15687276443536,23.4826149464007,SLC4A9,Reactome_2022,RR1_all_noninv
Reactome_2022,Signaling By Hedgehog R-HSA-5358351,1/135,0.1267399474222517,0.2297144532862118,0,0,7.794972505891595,16.10143512741297,ADCY10,Reactome_2022,RR1_all_noninv
Reactome_2022,Factors Involved In Megakaryocyte Development And Platelet Production R-HSA-983231,1/136,0.1276191407145621,0.2297144532862118,0,0,7.736842105263157,15.927874858789918,GATA5,Reactome_2022,RR1_all_noninv
Reactome_2022,SLC-mediated Transmembrane Transport R-HSA-425407,1/247,0.2201519632950752,0.3302279449426127,0,0,4.2220795892169445,6.389852433412903,SLC4A9,Reactome_2022,RR1_all_noninv
Reactome_2022,Hemostasis R-HSA-109582,1/576,0.4427481337636763,0.5692476005532981,0,0,1.7762013729977115,1.4471675596546316,GATA5,Reactome_2022,RR1_all_noninv
Reactome_2022,Transport Of Small Molecules R-HSA-382551,1/706,0.5128136527207573,0.5769153593108519,0,0,1.438969764837626,0.96100552471406,SLC4A9,Reactome_2022,RR1_all_noninv
Reactome_2022,Signal Transduction R-HSA-162582,1/2465,0.928064396912757,0.928064396912757,0,0,0.3741455912508544,0.0279315231034524,ADCY10,Reactome_2022,RR1_all_noninv
ARCHS4_Tissues,TESTIS (BULK TISSUE),7/2316,0.0054643526046926,0.4152907979566443,0,0,4.120898157710631,21.46785862224724,ADCY10;PACRG;SLC4A9;NUP210L;PNLDC1;GATA5;CFAP45,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,GASTRIC EPITHELIAL CELL,6/2316,0.0221144017113144,0.8403472650299478,0,0,3.2782931354359928,12.4953002476479,TMEM265;PACRG;SLC4A9;CDHR2;GATA5;CFAP45,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,PODOCYTE,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,TMEM265,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,PREADIPOCYTE,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,HPDL,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,REGULATORY T CELLS,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,TMEM265,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,RETINA,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,NUP210L,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,SENSORY NEURON,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,CDHR2,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,SKELETAL MUSCLE SATELLITE CELL,1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,HPDL,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,THYMUS (BULK TISSUE),1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,TMEM265,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,THYROID (BULK TISSUE),1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,TMEM265,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,TRACHEA (BULK TISSUE),1/2316,0.914792739774386,0.914792739774386,0,0,0.4016141866545413,0.0357668571458321,TMEM265,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,SPERM,5/2316,0.0730373747807008,0.914792739774386,0,0,2.548535987307082,6.668968158196296,ADCY10;PACRG;NUP210L;CDHR2;CFAP45,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,ALVEOLAR CELL TYPE II,4/2316,0.1946528470717033,0.914792739774386,0,0,1.9104671280276817,3.126551247338193,TMEM265;ADCY10;SLC4A9;NUP210L,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,BASAL CELL,4/2316,0.1946528470717033,0.914792739774386,0,0,1.9104671280276817,3.126551247338193,TMEM265;SLC4A9;PNLDC1;CFAP45,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,ERYTHROBLAST,4/2316,0.1946528470717033,0.914792739774386,0,0,1.9104671280276817,3.126551247338193,TMEM265;HPDL;ADCY10;GATA5,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,OVARY (BULK TISSUE),4/2316,0.1946528470717033,0.914792739774386,0,0,1.9104671280276817,3.126551247338193,SLC4A9;NUP210L;PNLDC1;GATA5,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,RENAL CORTEX,4/2316,0.1946528470717033,0.914792739774386,0,0,1.9104671280276817,3.126551247338193,PACRG;SLC4A9;CDHR2;GATA5,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,ALVEOLAR MACROPHAGE,3/2316,0.4132336912686133,0.914792739774386,0,0,1.3479056992446783,1.1912008887390095,SLC4A9;NUP210L;PNLDC1,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,MORULA,3/2316,0.4132336912686133,0.914792739774386,0,0,1.3479056992446783,1.1912008887390095,HPDL;ADCY10;PNLDC1,ARCHS4_Tissues,RR1_all_noninv
ARCHS4_Tissues,NEUTROPHIL,3/2316,0.4132336912686133,0.914792739774386,0,0,1.3479056992446783,1.1912008887390095,ADCY10;SLC4A9;CFAP45,ARCHS4_Tissues,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Orofaciodigital syndrome 12,1/11,0.0109477797028559,0.1755196503188942,0,0,105.10526315789474,474.5101770765117,PACRG,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Sterility due to immotile flagella,1/37,0.0363736593292806,0.1755196503188942,0,0,29.157894736842103,96.62665093408292,ADCY10,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Trisomy 11 mosaicism,1/40,0.039267132268101,0.1755196503188942,0,0,26.910931174089068,87.12057233834933,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Chromosome 20 trisomy,1/48,0.0469427643840033,0.1755196503188942,0,0,22.32138857782755,68.27724816722397,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Ankylosis of teeth,1/61,0.0592915555925576,0.1755196503188942,0,0,17.473684210526315,49.3681970360476,HPDL,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Double outlet left ventricle,1/80,0.077066682850071,0.1755196503188942,0,0,13.258494337108594,33.982637627801715,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Congenital mitral stenosis,1/82,0.0789190752282122,0.1755196503188942,0,0,12.929824561403509,32.8331213455501,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Orofaciodigital syndromes,1/91,0.0872112207421384,0.1755196503188942,0,0,11.63157894736842,28.37433281380585,PACRG,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Aortopulmonary window,1/99,0.0945224360353158,0.1755196503188942,0,0,10.677765843179378,25.18797462704863,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Parkinson disease juvenile autosomal recessive,1/100,0.0954324164624814,0.1755196503188942,0,0,10.569377990430622,24.83103038927071,PACRG,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Dysautonomia like disorder,1/103,0.0981571479706876,0.1755196503188942,0,0,10.256965944272446,23.808320971600697,PACRG,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Gata1 Gene,1/111,0.1053850316942243,0.1755196503188942,0,0,9.507177033492823,21.392428630708658,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Hansen's disease,1/114,0.1080812731653967,0.1755196503188942,0,0,9.253376804843969,20.587577159291502,PACRG,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Atrial fibrillation familial,1/114,0.1080812731653967,0.1755196503188942,0,0,9.253376804843969,20.587577159291502,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Ventricular septal defects,1/115,0.108978303522462,0.1755196503188942,0,0,9.171745152354571,20.330149616722807,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Fallot tetralogy,1/117,0.110769793727799,0.1755196503188942,0,0,9.012704174228675,19.830663463908003,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Gitelman syndrome,1/120,0.1134506143347115,0.1755196503188942,0,0,8.784166298098187,19.117751070838278,SLC4A9,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Lentigo maligna melanoma,1/123,0.1161237558827442,0.1755196503188942,0,0,8.566867989646246,18.4453131497958,ADCY10,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Aortic coarctation,1/124,0.1170131002125961,0.1755196503188942,0,0,8.496790757381259,18.22960442221716,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
Rare_Diseases_AutoRIF_Gene_Lists,Coarctation of aorta dominant,1/124,0.1170131002125961,0.1755196503188942,0,0,8.496790757381259,18.22960442221716,GATA5,Rare_Diseases_AutoRIF_Gene_Lists,RR1_all_noninv
KEGG_2019_Mouse,Linoleic acid metabolism,2/50,0.0011307590059983,0.0203536621079698,0,0,46.138888888888886,313.0461870363529,CYP2J8;CYP3A41B,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Ovarian steroidogenesis,1/57,0.0555082103235644,0.1791346225818313,0,0,18.72556390977444,54.1398060702703,CYP2J8,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,RNA degradation,1/83,0.0798439464103719,0.1791346225818313,0,0,12.771501925545572,32.28228555834262,PNLDC1,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Steroid hormone biosynthesis,1/89,0.0853746735440269,0.1791346225818313,0,0,11.897129186602871,29.27533461302574,CYP3A41B,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Arachidonic acid metabolism,1/89,0.0853746735440269,0.1791346225818313,0,0,11.897129186602871,29.27533461302574,CYP2J8,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Retinol metabolism,1/91,0.0872112207421384,0.1791346225818313,0,0,11.63157894736842,28.37433281380585,CYP3A41B,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Chemical carcinogenesis,1/94,0.0899594741237405,0.1791346225818313,0,0,11.254668930390492,27.10569960599241,CYP3A41B,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Circadian entrainment,1/99,0.0945224360353158,0.1791346225818313,0,0,10.677765843179378,25.18797462704863,ADCY10,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,NF-kappa B signaling pathway,1/102,0.0972497716409988,0.1791346225818313,0,0,10.359041167274622,24.14146206514577,CCL21A,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Inflammatory mediator regulation of TRP channels,1/127,0.1196760354120022,0.1791346225818313,0,0,8.293233082706767,17.606259261193085,CYP2J8,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Serotonergic synapse,1/132,0.1240973142667693,0.1791346225818313,0,0,7.974688629971876,16.64069686633284,CYP2J8,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Purine metabolism,1/136,0.1276191407145621,0.1791346225818313,0,0,7.736842105263157,15.927874858789918,ADCY10,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Apelin signaling pathway,1/138,0.1293750051979893,0.1791346225818313,0,0,7.623127160968114,15.589600539360342,ADCY10,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,RNA transport,1/167,0.1544607785277944,0.1985924295357357,0,0,6.282181357006976,11.733953045855854,NUP210L,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Chemokine signaling pathway,1/197,0.1796881576076363,0.215116513275431,0,0,5.312567132116004,9.119193547123624,CCL21A,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,cAMP signaling pathway,1/211,0.1912146784670498,0.215116513275431,0,0,4.954887218045113,8.197159840645964,ADCY10,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Thermogenesis,1/231,0.2074145235836311,0.21961537791208,0,0,4.519450800915332,7.109258623489633,ADCY10,KEGG_2019_Mouse,RR1_all_noninv
KEGG_2019_Mouse,Cytokine-cytokine receptor interaction,1/292,0.2549416882180331,0.2549416882180331,0,0,3.5610417797069998,4.866948565329606,CCL21A,KEGG_2019_Mouse,RR1_all_noninv
WikiPathways_2024_Mouse,Purine Metabolism WP2185,1/172,0.1587159055637305,0.1621053521282268,0,0,6.096952908587258,11.22229194089618,ADCY10,WikiPathways_2024_Mouse,RR1_all_noninv
WikiPathways_2024_Mouse,Chemokine Signaling Pathway WP2292,1/176,0.1621053521282268,0.1621053521282268,0,0,5.9563909774436095,10.837705998274306,CCL21A,WikiPathways_2024_Mouse,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Male Infertility MP:0001925,4/719,0.0050674338821226,0.0533359717498101,0,0,6.736013986013986,35.599299933113805,ADCY10;PACRG;PNLDC1;CFAP45,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Increased Heart Ventricle Muscle Contractility MP:0005600,1/7,0.0069799958941807,0.0533359717498101,0,0,175.21052631578948,869.8689177892479,GATA5,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Perineum Morphology MP:0003315,1/8,0.0079733565142536,0.0533359717498101,0,0,150.17293233082708,725.5830081396662,GATA5,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Short Perineum MP:0003550,1/8,0.0079733565142536,0.0533359717498101,0,0,150.17293233082708,725.5830081396662,GATA5,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Abnormal Motile Primary Cilium Physiology MP:0008933,1/9,0.0089657734963174,0.0533359717498101,0,0,131.39473684210526,619.439581424405,CFAP45,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
MGI_Mammalian_Phenotype_Level_4_2024,Decreased Hyperactivated Sperm Motility MP:0009282,1/12,0.0119373705403343,0.0533359717498101,0,0,95.54545454545456,423.0830518492731,CFAP45,MGI_Mammalian_Phenotype_Level_4_2024,RR1_all_noninv
